ticket_text,issue_type,department
i want inofrmation about delivery periods how could i get it,delivery_period,DELIVERY
"I have to see my refund current status, will you help me?",track_refund,REFUND
correcting data on {{Account Type}} accoujnt,edit_account,ACCOUNT
track order {{Order Number}},track_order,ORDER
notify of issue with ergistration,registration_problems,ACCOUNT
I expect a reimbursmeent of {{Refund Amount}} dollars,track_refund,REFUND
help me reporting an issue wigh online payment,payment_issue,PAYMENT
refund  {{Currency Symbol}}{{Refund Amount}},get_refund,REFUND
look for bill #00108,check_invoice,INVOICE
can you help me seeing when my product is going to arrive?,delivery_period,DELIVERY
can ya help me see what payment options ya accept,check_payment_methods,PAYMENT
is it possible to change to the pro account?,switch_account,ACCOUNT
"I want to see my invoice #37777, I need assistance",check_invoice,INVOICE
assistance seeing what shipment options are available,delivery_options,DELIVERY
there is an error modifying my delivery address,change_shipping_address,SHIPPING
use platinum account,switch_account,ACCOUNT
could i swap some goddamn products of order {{Order Number}},change_order,ORDER
I do not know how to notify of a trouble with payment,payment_issue,PAYMENT
I want assistance settnig up the delivery address,set_up_shipping_address,SHIPPING
where do I find the bill from {{Person Name}}?,check_invoice,INVOICE
assistance seeing the invoices from {{Person Name}},check_invoice,INVOICE
i do not know what to do to download the invoice #85632,get_invoice,INVOICE
what do I have to do to use the {{Account Category}} profile?,switch_account,ACCOUNT
I have got to make a customer reclamation,complaint,FEEDBACK
I need help with adding an article to order {{Order Number}},change_order,ORDER
need help to open a freemium afcount for my daughter,create_account,ACCOUNT
wanna locate purchase {{Order Number}} can i get some help,track_order,ORDER
i have to check the shipment methods i need assistance,delivery_options,DELIVERY
is there an e-mail to send an opinion about your products?,review,FEEDBACK
open a {{Account Category}} account for my dad,create_account,ACCOUNT
I don't know how to leave some feedback,review,FEEDBACK
i dont know what to do to change to the freemium account,switch_account,ACCOUNT
I can't check purchase {{Order Number}} status,track_order,ORDER
i cannot pay help me to report issues with payment,payment_issue,PAYMENT
switching to {{Account Category}} account,switch_account,ACCOUNT
I want to know about receiving your company newsletter,newsletter_subscription,SUBSCRIPTION
I am waiting for a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund,REFUND
i dont know what i habe to do to get my bill #85632,get_invoice,INVOICE
I want assistance to see the payment methods,check_payment_methods,PAYMENT
help me to check the current status of order {{Order Number}},track_order,ORDER
I want to see in which cases can I request to be refunded,check_refund_policy,REFUND
i dont know what i need to do to delete a standard account,delete_account,ACCOUNT
want help lodging a consumer reclmaation,complaint,FEEDBACK
want help to file a consumer claim,complaint,FEEDBACK
need to report an issue with signup,registration_problems,ACCOUNT
can uhelp me to shop some items,place_order,ORDER
"I have got to talk to bloody customer support, I need help",contact_customer_service,CONTACT
reimbusre {{Currency Symbol}}{{Refund Amount}},get_refund,REFUND
changing data on {{Account Type}} account,edit_account,ACCOUNT
I cannot edit my delivery address,change_shipping_address,SHIPPING
how do I see your available payment modalities?,check_payment_methods,PAYMENT
could I cancel my corporate newsletter subscription?,newsletter_subscription,SUBSCRIPTION
i need help with cancelling order {{Order Number}},cancel_order,ORDER
is there an address to send feedback for ur products,review,FEEDBACK
can i place an order from {{Delivery City}},delivery_options,DELIVERY
"I need to cancel a {{Account Type}} account, could you help me?",delete_account,ACCOUNT
I want information about correcting the address,change_shipping_address,SHIPPING
where do I reset my user key?,recover_password,ACCOUNT
help switching an article of order {{Order Number}},change_order,ORDER
creating new {{Account Type}} account,create_account,ACCOUNT
help me to lodge a consumer claim,complaint,FEEDBACK
shipments to {{Delivery City}},delivery_options,DELIVERY
is it possible to restore my user PIN?,recover_password,ACCOUNT
I do not know what I need to do to get a reimbursement,get_refund,REFUND
i do not know what i have to do to download invoice #12588,get_invoice,INVOICE
want assistance seeinhg how long the shipment takes,delivery_period,DELIVERY
I would like to cancel purchase {{Order Number}},cancel_order,ORDER
"I cannot find my bill #85632, mail it to me",get_invoice,INVOICE
I need assistance to check when will my article arrive,delivery_period,DELIVERY
where can I buy some of your article?,place_order,ORDER
I want to talk to a goddamn human agent,contact_human_agent,CONTACT
wanna see in which situations can i ask for a refund,check_refund_policy,REFUND
ur refund policy,check_refund_policy,REFUND
I have got to see in which situations can Irequest a refund,check_refund_policy,REFUND
I don't know what I have to do to open a {{Account Type}} account,create_account,ACCOUNT
i dont know how i can unsubscribe from ur company newsletter,newsletter_subscription,SUBSCRIPTION
wqhere to obtain rebates of money,get_refund,REFUND
I want help to switch something of order {{Order Number}},change_order,ORDER
is it possible to check invoice #37777,check_invoice,INVOICE
I want help to see order {{Order Number}} status,track_order,ORDER
i do not know how i can talk to a human agent,contact_human_agent,CONTACT
i expect a damn restitution of {{Currency Symbol}}{{Refund Amount}},track_refund,REFUND
how can I find information about the shipping period?,delivery_period,DELIVERY
wanna edit the data included on my user profile can uhelp me,edit_account,ACCOUNT
do you shp to {{Delivery City}}?,delivery_options,DELIVERY
"I want to see the cancellation penalty, help me",check_cancellation_fee,CANCEL
what is your customer assistance number?,contact_customer_service,CONTACT
I need help giving an quick look at my bill #85632,check_invoice,INVOICE
"I want to see your money back guarantee, how can I do it?",check_refund_policy,REFUND
i dont know how  to change my address,change_shipping_address,SHIPPING
assistance canceling the last order,cancel_order,ORDER
where can I submit my feedback for a product?,review,FEEDBACK
I don't know how I could submit feedback for your company,review,FEEDBACK
I want to inform of registration issues,registration_problems,ACCOUNT
how could i change to the {{Account Type}} account,switch_account,ACCOUNT
I want help trying to edit my shipping address,change_shipping_address,SHIPPING
i do not know how to enter a delivery address,set_up_shipping_address,SHIPPING
where could i see the eta of order {{Order Number}},track_order,ORDER
i do not know how to switch to the standard account,switch_account,ACCOUNT
I'd like to update the details on my account i need help,edit_account,ACCOUNT
I cannot report a problem with signup,registration_problems,ACCOUNT
help me seeing purchase {{Order Number}} status,track_order,ORDER
how do i shop some products,place_order,ORDER
I don't know how to lodge a condumer reclamation,complaint,FEEDBACK
tracking order {{Order Number}},track_order,ORDER
I do not know what I need to do to purchase something,place_order,ORDER
where do i open a gold account for my fiance,create_account,ACCOUNT
assistance to list the payment options,check_payment_methods,PAYMENT
i paid {{Refund Amount}} dollars for an article how can i obtain a rebate,get_refund,REFUND
I want to check in what cases can I request to be reimbursed,check_refund_policy,REFUND
where is purechase {{Order Number}},track_order,ORDER
want help checking in what situations can I ask for a refund,check_refund_policy,REFUND
I need help to ask for a compensation of my money,get_refund,REFUND
help me to lodge a claim against ur business,complaint,FEEDBACK
"I submitted a wrong address by mistake, could I update it?",change_shipping_address,SHIPPING
can I talk with an assistant?,contact_human_agent,CONTACT
need to modify the details on my user profile how to do it,edit_account,ACCOUNT
what do i need to do to set up my delivery address,set_up_shipping_address,SHIPPING
want help to know if there is anything wrong with the refund,track_refund,REFUND
I need to retrieve the pass of my user account,recover_password,ACCOUNT
show me the withdrawal penalties,check_cancellation_fee,CANCEL
I need help closing a platinum account,delete_account,ACCOUNT
